new questions about attacking iraq ; is torturing terrorists necessary ? |||O O O O O O O O O O O 
oh , well , it 's -- you should be getting a little bit of a reprieve , because our is getting a little more mild and -- we seem to get the little more mild weather right before you do , so |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i w - i want a little . |||O O O O O O O O 
yeah , we even , uh , grilled out the last couple of days , so . |||O O O O O O O O O O O O O O O O O 
sue uh , well , my husband and i . |||O O O O O O O O O O 
yeah , i 'm single , uh , have a - a boyfriend . |||O O O O O O O O O O O O O O 
sue well , good for you . |||O O O O O O O 
and we 're talking about arafat here . |||O O O O O O O O 
um , well , when -- around the time he was he was getting the nobel peace prize and stuff , i think he got that . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O 
um , there was a show here in new york at a big theater . |||O O O O O O O O O O O O O O O 
i think maybe it was at lincoln center in the philharmonic theater or the metropolitan opera house or the new york state theater or something . |||O O O O O O O O O O O O O O O O O O O O O O O O O O 
and arafat came in and got a standing ovation , you know , a peace prize winner bah bah bah bah bah . |||O O O O O O O O O O O O O O O O O O O O O O O 
the mayor of new york , who was then rudolph giuliani , stood up and walked out , he was also in attendance , and his , uh , comment to the press afterwards was that , you know , he just did n't want to honor a terrorist , and i -- one of the few things that i was happy about with giuliani when he was mayor . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
uh , giuliani got very popular later because of the - the |||O O O O O O O O O O O O 
ben world trade center thing but he - he was n't so popular as a mayor . |||O O O O O O O O O O O O O O O O O 
ben but , you know , i - i kind of agreed with that arafat thing , though . |||O O O O O O O O O O O O O O O O O O O 
i -- but i do think he accomplished something in that the palestinian people do have a legitimate grievance and he put it on the map , you know . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
sue well , he - -- he did but i think he really failed miserably , in my opinion , when he , um , refused to sign that treaty that was originally set up because it was a wonderful -- option and it really could 've re - done some wonderful things for his people and i think he really did them a disservice by not taking care of it at that time . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
yeah , what was the treaty ? |||O O O O O O O 
i 'm not familiar with it . |||O O O O O O O 
sue well , um , where they were going to , uh , give them , like , ninety - six percent of the ga - of - of gaza and he said that he wanted all hundred percent . |||O O O O O O O O O O O O O B-TRI O O O O O O O O O O O O O O O O O O O O O O O O O O 
and so he refused to sign it . |||O O O O O O O O 
it was just an - an incredible faux pas on his part , from my opinion . |||O O O O O O O O O O O O O O O O O 
yeah , y - it 's - it 's -- you have to sometimes take a little bit less than you want , you know , uh , an - and ninety - six percent is a big percentage , you know . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
and i think that could have really done some wonderful uh steps for -- uh for the palestinian people uh as a whole . |||O O O O O O O O O O O O O O O O O O O O O O O O 
and i felt -- very sad that , um , that that was n't -- done . |||O O O O O O O O O O O O O O O O O 
um , it was really quite unfortunate that - that he -- that he was not willing to , um , step forward -- to do - do what was really in the best interests of his people . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
ben sometimes - sometimes i th - i think it 's hard when - when you 're the - the first leader , or the george washington of something , to see things other than in black and white . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
you know , or maybe he did n't have the gift of - of nuance that would 've helped him to - -- to take that right step , uh , you know , the - -- the -- his people suffer so terribly and maybe , you know , it could have been better if he had signed that , huh . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
sue i really think so . |||O O O O O O 
i really , truly do and now it 's a - a situation where , with his passing , um , i think there 's a real , um , new opening , a new possibility for - -- some extremely positive steps to come forward out of this -- i do think that the united states -- will probably be requested to be involved in the negotiation process and i understand that , i me - uh , because , um , i think -- both sides -- have a trust in the united states that make it - |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
and we 've ha - we have a history , uh , clinton and carter w - worked over there -- - try to get some peace going . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
they they they worked very personally . |||O O O O O O O 
they had those retreats and things with the leaders , |||O O O B-TRI O O O O O O 
and stuff , and uh -- that 's why we should be there but i 'm i 'm kind of scared of the people -- that represent the united states now , you know . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
they 're not quite the same caliber . |||O O O O O O O O 
sue well , that 's really true , um , but it - it is a -- i mean , we are having a - a -- step forward in a lot of ways , um . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
we - we , i think , do have some potentials , um , to do some extremely positive , um , um , things . |||O O O O O O O O O O O O O O O O O O O O O O O O O O 
5 . death of arafat ( 1 ) controversial plo leader yasser arafat died in a paris hospital last week . |||O O B-TRI O O O O O O O O O O B-TRI O O O O O O O 
do you think arafat 's death will help or hurt the israeli- palestinian peace process ? |||O O O O O B-TRI O O O O O O O O O O 
was arafat a good leader ? |||O O O O O O 
what do you think us policy should be toward palestine now that arafat has died ? |||O O O O O O O O O O O O O O B-TRI O 
what , if anything , should the us do to be involved in the middle east peace process ? |||O O O O O O O O O O O O O O O O O O O 
paul hi , this is paul . |||O O O O O O O 
and my name is rainia and i 'm in eureka , california . |||O O O O O O O O O O O O O 
opposite sides of the coast . |||O O O O O O 
well , that 's an interesting question they 're asking . |||O O O O O O O O O O O 
paul yeah , it is , uh , the past couple of topics have been -- more controversial than -- the early topics -- and , uh , well , i 'm - i 'm very opinionated . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i 'm happy to talk about it . |||O O O O O O O O 
rainia yeah , go right ahead . |||O O O O O O O 
paul well , um , yasser arafat was -- was he a good leader ? |||O O O O O O O O O O O O O O O 
i i think -- that , uh , he -- he 's -- pretty much -- -- or he was pretty much -- following what he had always done , even as a young man , uh , back in algeria -- when - when he led the -- terrorist attacks against the french to kick them out of -- algeria . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TRI O O O O O O O O O O O 
and i - i think he was doing the same thing there in palestine . |||O O O O O O O O O O O O O O O 
i - i do n't think , eh , i do n't think he really knew how to , uh , take on the role of - of peacemaker . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
you know , i 'm - i 'm -- you know , i could be wrong . |||O O O O O O O O O O O O O O O O O 
but i - it seems like that - that was always a problem for him . |||O O O O O O O O O O O O O O O O 
um , i 'm not sure myself uh how good a leader he was . |||O O O O O O O O O O O O O O O 
i i -- it 's hard to get the truth w - when the -- when the there 's so many uh slanted uh -- information |||O O O O O O O O O O O O O O O O O O O O O O O O O O 
rainia especially on the main media . |||O O O O O O O 
rainia i do n't -- like the way -- israel has been -- going after the palestinians |||O O O O O O O O O O O O O O O O O 
i think ariel sharon is a lot like yasser arafat . |||O O O O O O O O O O O 
and i -- ca n't understand why the two of them -- did n't see the similarities . |||O O O O O O O O O O O O O O O O O O 
um , and they were asking -- too , of -- about the , should the ~ us be involved -- in that whole thing ? |||O O O O O O O O O O O O O O O O O O O O O O O O O O 
that - that 's interesting , too , because -- cutting yasser arafat out of the whole thing was - -- was really -- george bush 's decision . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i think -- personally , he did n't like him because he thought he was a - -- a liar -- so he refused to -- have anything to do with him . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
rainia uh , which - which bush are you talking about ? |||O O O O O O O O O O O O 
paul ev - everything kind of stopped when - -- when he became president and all , uh , activity regarding -- israel , palestine stopped . |||O O O O O O O O O O O O B-TRI O O O O O O O O O O O O O O 
and israel pretty much could do what they wanted . |||O O O O O O O O O O 
an - and you 're right , it did n't seem fair at all . |||O O O O O O O O O O O O O O O 
rainia yeah , there 're -- th - well , the way i see it , eh , bush , eh , has a right -- wing christian , right - wing agenda . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
he he 's -- some -- how thinks that -- if israel has -- -- i 'm not sure that all -- their prophecies are -- but there 's something about -- if -- they can -- get rid of the palestinians , that will somehow , um , their prophecy -- coming true and th - and then -- somehow -- i do n't -- i - we do n't -- understand what on earth they 're |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
